iter	Passed	Remaining
1303	20643	11018
1304	20654	10999
1305	20668	10983
1306	20679	10964
1307	20694	10948
1308	20704	10929
1309	20716	10911
1310	20732	10895
1311	20747	10879
1312	20758	10861
1313	20770	10843
1314	20786	10828
1315	20806	10814
1316	20822	10798
1317	20840	10783
1318	20858	10769
1319	20875	10753
1320	20887	10736
1321	20898	10717
1322	20909	10699
1323	20920	10681
1324	20933	10664
1325	20944	10646
1326	20955	10627
1327	20968	10610
1328	20981	10593
1329	21003	10580
1330	21017	10564
1331	21032	10547
1332	21045	10530
1333	21057	10512
1334	21070	10495
1335	21083	10478
1336	21103	10464
1337	21117	10448
1338	21130	10431
1339	21140	10412
1340	21154	10395
1341	21163	10376
1342	21173	10358
1343	21186	10341
1344	21199	10324
1345	21215	10308
1346	21233	10293
1347	21243	10275
1348	21253	10256
1349	21263	10238
1350	21273	10219
1351	21284	10201
1352	21298	10184
1353	21307	10165
1354	21320	10148
1355	21333	10132
1356	21342	10112
1357	21359	10097
1358	21370	10079
1359	21383	10063
1360	21403	10049
1361	21413	10030
1362	21422	10011
1363	21433	9993
1364	21447	9977
1365	21457	9959
1366	21466	9940
1367	21479	9923
1368	21492	9906
1369	21508	9890
1370	21520	9873
1371	21528	9854
1372	21544	9838
1373	21567	9826
1374	21585	9811
1375	21602	9796
1376	21621	9782
1377	21640	9768
1378	21653	9751
1379	21666	9734
1380	21689	9721
1381	21705	9706
1382	21721	9690
1383	21735	9674
1384	21745	9656
1385	21761	9640
1386	21788	9629
1387	21805	9614
1388	21826	9601
1389	21853	9590
1390	21881	9580
1391	21909	9569
1392	21933	9557
1393	21952	9543
1394	21967	9527
1395	21991	9514
1396	22007	9499
1397	22024	9484
1398	22035	9466
1399	22047	9449
1400	22066	9434
1401	22086	9420
1402	22102	9405
1403	22116	9388
1404	22129	9371
1405	22146	9356
1406	22247	9376
1407	22261	9359
1408	22271	9341
1409	22283	9324
1410	22296	9307
1411	22310	9290
1412	22326	9275
1413	22338	9257
1414	22353	9241
1415	22367	9225
1416	22382	9209
1417	22400	9193
1418	22421	9180
1419	22438	9164
1420	22453	9148
1421	22464	9131
1422	22475	9113
1423	22494	9098
1424	22508	9082
1425	22520	9064
1426	22536	9049
1427	22551	9033
1428	22569	9018
1429	22586	9003
1430	22601	8986
1431	22615	8970
1432	22629	8953
1433	22650	8939
1434	22666	8924
1435	22678	8907
1436	22693	8890
1437	22708	8874
1438	22719	8857
1439	22731	8839
1440	22743	8822
1441	22763	8808
1442	22782	8794
1443	22798	8778
1444	22809	8760
1445	22824	8744
1446	22839	8728
1447	22854	8712
1448	22872	8697
1449	22884	8680
1450	22901	8665
1451	22921	8650
1452	22941	8636
1453	22959	8621
